,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,037-19-000003,25-Oct-2021,07-Mar-2022,Construction of EWS Houses at B K Nagara slum Yeshwanthpura ward no 37 Block-H,037 Yeshwanthpura,Executive Engineer (Project) Rajarajeshwari Nagar Zone,P3157 Construction of Houses for Backward classes and Minorities and EWS at Yeshwanthpur,R R INFRATECH,9900295959,,Running,000007,23-Jul-2019,000051,11-Mar-2022,000055,14-Mar-2022,,           ,Under Process in AdCf - Acts. Supdt.,26595470,Two Crore Sixty Five Lakh Ninety Five Thousand Four Hundred Seventy ,0,,26595470,Two Crore Sixty Five Lakh Ninety Five Thousand Four Hundred Seventy 
11,11,037-19-000001,23-Jul-2019,07-Mar-2022,Construction of EWS Houses at B K Nagara slum Yeshwanthpura ward no 37 Block-F,037 Yeshwanthpura,Executive Engineer (Project) Rajarajeshwari Nagar Zone,P3157 Construction of Houses for Backward classes and Minorities and EWS at Yeshwanthpur,R R INFRATECH,9900295959,,Running,000008,23-Jul-2019,000050,11-Mar-2022,000053,11-Mar-2022,,           ,Under Process in AdCf - Acts. Supdt.,9123698,Ninety One Lakh Twenty Three Thousand Six Hundred Ninety Eight,507309,Five Lakh Seven Thousand Three Hundred Nine,8616389,Eighty Six Lakh Sixteen Thousand Three Hundred Eighty Nine
12,12,037-19-000001,01-Jun-2021,16-Nov-2021,Construction of EWS Houses at B K Nagara slum Yeshwanthpura ward no 37 Block-F,037 Yeshwanthpura,Executive Engineer (Project) Rajarajeshwari Nagar Zone,P3157 Construction of Houses for Backward classes and Minorities and EWS at Yeshwanthpur,R R INFRATECH,9900295959,,Running,000008,23-Jul-2019,000035,19-Nov-2021,000036,19-Nov-2021,,           ,000295 / 21-Dec-2021 in RTGS,18010851,One Crore Eighty  Lakh Ten Thousand Eight Hundred Fifty One,1038555,Ten Lakh Thirty Eight Thousand Five Hundred Fifty Five,16972296,One Crore Sixty Nine Lakh Seventy Two Thousand Two Hundred Ninety Six
13,13,037-19-000002,01-Jun-2021,07-Mar-2022,Construction of EWS Houses at B K Nagara slum Yeshwanthpura ward no 37 Block-G,037 Yeshwanthpura,Executive Engineer (Project) Rajarajeshwari Nagar Zone,P3157 Construction of Houses for Backward classes and Minorities and EWS at Yeshwanthpur,R R INFRATECH,9900295959,,Running,000006,22-Jul-2019,000049,11-Mar-2022,000054,14-Mar-2022,,           ,Under Process in AdCf - Acts. Supdt.,10933338,One Crore Nine Lakh Thirty Three Thousand Three Hundred Thirty Eight,0,,10933338,One Crore Nine Lakh Thirty Three Thousand Three Hundred Thirty Eight
14,14,037-19-000002,01-Jun-2021,16-Nov-2021,Construction of EWS Houses at B K Nagara slum Yeshwanthpura ward no 37 Block-G,037 Yeshwanthpura,Executive Engineer (Project) Rajarajeshwari Nagar Zone,P3157 Construction of Houses for Backward classes and Minorities and EWS at Yeshwanthpur,R R INFRATECH,9900295959,,Running,000006,22-Jul-2019,000036,19-Nov-2021,000037,19-Nov-2021,,           ,000295 / 21-Dec-2021 in RTGS,20546376,Two Crore Five Lakh Fourty Six Thousand Three Hundred Seventy Six,1118866,Eleven Lakh Eighteen Thousand Eight Hundred Sixty Six,19427510,One Crore Ninety Four Lakh Twenty Seven Thousand Five Hundred Ten
15,15,037-18-000005,15-Jul-2019,10-Oct-2019,Improvements to Roads In Ward No 37,037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P1771 Zone Works - POW Works,Mr. M LAKSHMANA  RAJ,9483289999,,First and Final,000016,15-Jul-2019,000023,09-Dec-2019,000129,12-Dec-2019,,           ,000060 / 28-Apr-2022 in RTGS,4626834,Fourty Six Lakh Twenty Six Thousand Eight Hundred Thirty Four,502020,Five Lakh Two Thousand Twenty ,4124814,Fourty One Lakh Twenty Four Thousand Eight Hundred Fourteen
16,16,037-18-000006,15-Jul-2019,12-Sep-2019,Removing the Silt at Selected reaches In Market Road Drains In Ward No 37   ,037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P1771 Zone Works - POW Works,Mr. M LAKSHMANA  RAJ,9483289999,,First and Final,000017,15-Jul-2019,000024,09-Dec-2019,000130,12-Dec-2019,,           ,000060 / 28-Apr-2022 in RTGS,2774771,Twenty Seven Lakh Seventy Four Thousand Seven Hundred Seventy One,287423,Two Lakh Eighty Seven Thousand Four Hundred Twenty Three,2487348,Twenty Four Lakh Eighty Seven Thousand Three Hundred Fourty Eight
17,17,037-18-000008,15-Jul-2019,12-Sep-2019, Desilting  of Drains In Ward No 37,037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P1771 Zone Works - POW Works,MSJATHIN INFRA PVT L,9686875859,,First and Final,000019,15-Jul-2019,000027,09-Dec-2019,000125,12-Dec-2019,,           ,000060 / 28-Apr-2022 in RTGS,2774277,Twenty Seven Lakh Seventy Four Thousand Two Hundred Seventy Seven,287363,Two Lakh Eighty Seven Thousand Three Hundred Sixty Three,2486914,Twenty Four Lakh Eighty Six Thousand Nine Hundred Fourteen
18,18,037-18-000009,15-Jul-2019,10-Oct-2019,Improvements and Strenghening the Market roads In Ward No 37,037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P1771 Zone Works - POW Works,Mr. M LAKSHMANA  RAJ,9483289999,,First and Final,000014,15-Jul-2019,000022,09-Dec-2019,000128,12-Dec-2019,,           ,000064 / 30-Apr-2022 in RTGS,3706937,Thirty Seven Lakh Six Thousand Nine Hundred Thirty Seven,402497,Four Lakh Two Thousand Four Hundred Ninety Seven,3304440,Thirty Three Lakh Four Thousand Four Hundred Fourty 
19,19,037-18-000010,15-Jul-2019,13-Aug-2019,Pot Hole Filling and Restoration of Road cut  Portion In Ward No 37,037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P1771 Zone Works - POW Works,Mr. M LAKSHMANA  RAJ,9483289999,,First and Final,000015,15-Jul-2019,000025,09-Dec-2019,000131,12-Dec-2019,,           ,000064 / 30-Apr-2022 in RTGS,2680008,Twenty Six Lakh Eighty  Thousand Eight,290200,Two Lakh Ninety  Thousand Two Hundred ,2389808,Twenty Three Lakh Eighty Nine Thousand Eight Hundred Eight
20,20,037-18-000011,15-Jul-2019,12-Sep-2019,Emergency Works  In Ward No 37,037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P1771 Zone Works - POW Works,Mr. N  VARDA RAJU,9448051641,,First and Final,000012,15-Jul-2019,000028,12-Dec-2019,000132,12-Dec-2019,,           ,000075 / 06-May-2022 in RTGS,1846939,Eighteen Lakh Fourty Six Thousand Nine Hundred Thirty Nine,200225,Two Lakh Two Hundred Twenty Five,1646714,Sixteen Lakh Fourty Six Thousand Seven Hundred Fourteen
21,21,037-18-000013,15-Jul-2019,12-Sep-2019,Providing Name Boards In Ward No 37,037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P1771 Zone Works - POW Works,Mr. M LAKSHMANA  RAJ,9483289999,,First and Final,000018,15-Jul-2019,000021,09-Dec-2019,000127,12-Dec-2019,,           ,000060 / 28-Apr-2022 in RTGS,1839062,Eighteen Lakh Thirty Nine Thousand Sixty Two,190505,One Lakh Ninety  Thousand Five Hundred Five,1648557,Sixteen Lakh Fourty Eight Thousand Five Hundred Fifty Seven
22,22,037-19-000012,16-Apr-2019,19-Apr-2019,Providing Assured Minimum facilities (AMF) to all Polling Stations of Lokasabha Elections -2019 Pertains to ward no 37,037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P0054 Election expenses,K C CHALAPATHY,7899022693,,First and Final,000008,16-Apr-2019,000007,26-Sep-2019,000101,26-Sep-2019,,           ,000381 / 25-Feb-2022 in RTGS,382850,Three Lakh Eighty Two Thousand Eight Hundred Fifty ,16350,Sixteen Thousand Three Hundred Fifty ,366500,Three Lakh Sixty Six Thousand Five Hundred 
23,23,037-19-000004,12-Feb-2019,11-Aug-2019,"Providing and Laying 200 mm di MS Pipeline branching off from existing 27 diaa CI Line at Shaneshwara temple, Mathikere main road all along LCR school road to improve water facility to surrounding areas y",037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P1802 Water Supply New Areas,"Bangalore water supply & Sewerage Board,",9999999999,,First and Final,000076,20-Feb-2019,000054,20-Feb-2019,000120,20-Feb-2019,009480,27-Feb-2019,000364 / 02-Mar-2019 in RTGS,4000000,Fourty  Lakh ,0,,4000000,Fourty  Lakh 
24,24,037-17-000001,17-Aug-2017,06-Mar-2019,"Proposed EWS Housing complex at 1st main road BK Nagara Slum Yeshwanthapura in ward no 37 Block-A-1---Consultancy services for construction, supervision, project management and quality control for the proposed EWS Housing complex at 1st main road BK Nagara Slum Yeshwanthapura in ward no 37 Block (Package-2)",037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P3157 Construction of Houses for Backward classes and Minorities and EWS at Yeshwanthpur,"M/s ACS Design Consultifng Pvt ltd, Dodda Ranga swamy Sathish",9886312271,,Running,000130,14-Aug-2018,000003,22-Apr-2019,000003,22-Apr-2019,,           ,000118 / 27-Jul-2021 in RTGS,550000,Five Lakh Fifty  Thousand ,55000,Fifty Five Thousand ,495000,Four Lakh Ninety Five Thousand 
25,25,037-17-000001,17-Aug-2017,06-Mar-2019,"Proposed EWS Housing complex at 1st main road BK Nagara Slum Yeshwanthapura in ward no 37 Block-A-1---Consultancy services for construction, supervision, project management and quality control for the proposed EWS Housing complex at 1st main road BK Nagara Slum Yeshwanthapura in ward no 37 Block (Package-2)",037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P3157 Construction of Houses for Backward classes and Minorities and EWS at Yeshwanthpur,"M/s ACS Design Consultifng Pvt ltd, Dodda Ranga swamy Sathish",9886312271,,Running,000130,14-Aug-2018,000004,22-Apr-2019,000004,22-Apr-2019,,           ,000118 / 27-Jul-2021 in RTGS,243087,Two Lakh Fourty Three Thousand Eighty Seven,24308,Twenty Four Thousand Three Hundred Eight,218779,Two Lakh Eighteen Thousand Seven Hundred Seventy Nine
26,26,037-17-000004,17-Aug-2017,06-Mar-2019,"Proposed EWS Housing complex at 1st main road BK Nagara Slum Yeshwanthapura in ward no 37 Block D-4A---Consultancy servies for construciton, supervision, project management and quality control for the proposed EWS Housing complex at 1st main road BK Nagara slum Yeshwanthapura in ward no 37 Block (Package-1)",037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P3157 Construction of Houses for Backward classes and Minorities and EWS at Yeshwanthpur,"M/s ACS Design Consulting Pvt ltd, Dodda Ranga Swamy Sathish,",9886312271,,Running,000131,14-Aug-2018,000002,22-Apr-2019,000002,22-Apr-2019,,           ,000118 / 27-Jul-2021 in RTGS,263242,Two Lakh Sixty Three Thousand Two Hundred Fourty Two,26324,Twenty Six Thousand Three Hundred Twenty Four,236918,Two Lakh Thirty Six Thousand Nine Hundred Eighteen
27,27,037-17-000004,17-Aug-2017,06-Mar-2019,"Proposed EWS Housing complex at 1st main road BK Nagara Slum Yeshwanthapura in ward no 37 Block D-4A---Consultancy servies for construciton, supervision, project management and quality control for the proposed EWS Housing complex at 1st main road BK Nagara slum Yeshwanthapura in ward no 37 Block (Package-1)",037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P3157 Construction of Houses for Backward classes and Minorities and EWS at Yeshwanthpur,"M/s ACS Design Consulting Pvt ltd, Dodda Ranga Swamy Sathish,",9886312271,,Running,000131,14-Aug-2018,000001,22-Apr-2019,000001,22-Apr-2019,,           ,000118 / 27-Jul-2021 in RTGS,262360,Two Lakh Sixty Two Thousand Three Hundred Sixty ,26236,Twenty Six Thousand Two Hundred Thirty Six,236124,Two Lakh Thirty Six Thousand One Hundred Twenty Four
28,28,037-17-000001,17-Aug-2017,19-Jun-2018,"Proposed EWS Housing complex at 1st main road BK Nagara Slum Yeshwanthapura in ward no 37 Block-A-1---Consultancy services for construction, supervision, project management and quality control for the proposed EWS Housing complex at 1st main road BK Nagara Slum Yeshwanthapura in ward no 37 Block (Package-2)",037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P3157 Construction of Houses for Backward classes and Minorities and EWS at Yeshwanthpur,"M/s ACS Design Consultifng Pvt ltd, Dodda Ranga swamy Sathish",9886312271,,Running,000130,14-Aug-2018,000039,10-Oct-2018,000091,10-Oct-2018,001004,21-Jun-2020,000094 / 25-Jun-2020 in RTGS,670000,Six Lakh Seventy  Thousand ,67000,Sixty Seven Thousand ,603000,Six Lakh Three Thousand 
29,29,037-17-000004,17-Aug-2017,19-Jun-2018,"Proposed EWS Housing complex at 1st main road BK Nagara Slum Yeshwanthapura in ward no 37 Block D-4A---Consultancy servies for construciton, supervision, project management and quality control for the proposed EWS Housing complex at 1st main road BK Nagara slum Yeshwanthapura in ward no 37 Block (Package-1)",037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P3157 Construction of Houses for Backward classes and Minorities and EWS at Yeshwanthpur,"M/s ACS Design Consulting Pvt ltd, Dodda Ranga Swamy Sathish,",9886312271,,Running,000131,14-Aug-2018,000038,10-Oct-2018,000090,10-Oct-2018,001003,21-Jun-2020,000094 / 25-Jun-2020 in RTGS,150000,One Lakh Fifty  Thousand ,15000,Fifteen Thousand ,135000,One Lakh Thirty Five Thousand 
30,30,037-18-000015,08-Aug-2018,06-Sep-2018,Beautification and construction of compound wall with Grill to Indira canteen in ward no 37  ,037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P3106 Nagarothana Works,The Technical Manager,9611354208,,First and Final,000012,08-Aug-2018,000047,05-Nov-2018,000104,05-Nov-2018,007661,03-Dec-2018,000293 / 15-Dec-2018 in RTGS,997063,Nine Lakh Ninety Seven Thousand Sixty Three,117063,One Lakh Seventeen Thousand Sixty Three,880000,Eight Lakh Eighty  Thousand 
31,31,037-16-000009,07-Oct-2016,31-Jan-2017,Providing Automatic Street light control  in  Ward No 37 Yeshavanthapura,037 Yeshwanthpura,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,Prema Electrical Enterprises ,9845004432,,First and Final,000067,01-Apr-2018,000044,30-Jan-2017,000044,31-Jan-2017,004085,20-Jul-2018,000139 / 24-Jul-2018 in RTGS,967263,Nine Lakh Sixty Seven Thousand Two Hundred Sixty Three,107367,One Lakh Seven Thousand Three Hundred Sixty Seven,859896,Eight Lakh Fifty Nine Thousand Eight Hundred Ninety Six
32,32,037-17-000007,10-Aug-2017,20-Jun-2018,"Constructionn of EWS Houses at Sunnadagoodu, Rama Mandira and surrounding areas in Yeshwanthapura ward no 37",037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P3157 Construction of Houses for Backward classes and Minorities and EWS at Yeshwanthpur,"Sri, Gopalakrishna,",9999999999,,Second and Final,000076,16-Feb-2018,000051,07-Jan-2019,000113,10-Jan-2019,,           ,000033 / 17-May-2021 in RTGS,8852926,Eighty Eight Lakh Fifty Two Thousand Nine Hundred Twenty Six,916326,Nine Lakh Sixteen Thousand Three Hundred Twenty Six,7936600,Seventy Nine Lakh Thirty Six Thousand Six Hundred 
33,33,037-17-000007,10-Aug-2017,06-Feb-2018,"Constructionn of EWS Houses at Sunnadagoodu, Rama Mandira and surrounding areas in Yeshwanthapura ward no 37",037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P3157 Construction of Houses for Backward classes and Minorities and EWS at Yeshwanthpur,"Sri, Gopalakrishna,",9999999999,,Running,000076,16-Feb-2018,000029,08-Mar-2018,000186,08-Mar-2018,008167,21-Dec-2018,000306 / 28-Dec-2018 in RTGS,35454477,Three Crore Fifty Four Lakh Fifty Four Thousand Four Hundred Seventy Seven,2954477,Twenty Nine Lakh Fifty Four Thousand Four Hundred Seventy Seven,32500000,Three Crore Twenty Five Lakh 
34,34,037-15-000005,17-Jan-2018,04-Jun-2018,"Consultancy services for Construction, Supervision, Project Management and Quality Control for the work of the 2 works in RRNagara Division Construction of BBMP School Building in ward No-37  ",037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P3089 Special Development works in 7 CMC and 1 TMC area in BBMP,KC Nandish M/s Nandish Associates,8073898073,,First and Final,000057,17-Jan-2018,000050,14-Dec-2018,000110,14-Dec-2018,003288,09-Dec-2020,000233 / 16-Dec-2020 in RTGS,562500,Five Lakh Sixty Two Thousand Five Hundred ,56250,Fifty Six Thousand Two Hundred Fifty ,506250,Five Lakh Six Thousand Two Hundred Fifty 
35,35,037-17-000014,12-Jan-2018,01-Oct-2018,Special developmental works at ward no37,037 Yeshwanthpura,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,"P3173 Special Development works in ward No.124, 185, 98, 188, 10, 14, 16, 30, 28, 37, 42, 130, 159, 65, 66, 73, 79, 80, 90, 95, 94, 89, 108, 111, 115, 97, 105, 131, 133, 119, 125, 137, 143, 124, 158, 138, 83, 166, 182, 129, 165, 161, 04, 88, 27, 31, 32, 52, 44, 26, 07, 183, 178, 187 (Rs.100 lakhs per ward)",Sri Durga Enterprise ,9448510301,,Second and Final,000027,12-Jan-2018,000055,09-Oct-2018,000056,09-Oct-2018,001791,10-Jul-2020,000184 / 20-Jul-2020 in RTGS,2646676,Twenty Six Lakh Fourty Six Thousand Six Hundred Seventy Six,108515,One Lakh Eight Thousand Five Hundred Fifteen,2538161,Twenty Five Lakh Thirty Eight Thousand One Hundred Sixty One
36,36,037-17-000014,12-Jan-2018,12-May-2018,Special developmental works at ward no37,037 Yeshwanthpura,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,"P3173 Special Development works in ward No.124, 185, 98, 188, 10, 14, 16, 30, 28, 37, 42, 130, 159, 65, 66, 73, 79, 80, 90, 95, 94, 89, 108, 111, 115, 97, 105, 131, 133, 119, 125, 137, 143, 124, 158, 138, 83, 166, 182, 129, 165, 161, 04, 88, 27, 31, 32, 52, 44, 26, 07, 183, 178, 187 (Rs.100 lakhs per ward)",Sri Durga Enterprise ,9448510301,,Running,000027,12-Jan-2018,000131,31-Mar-2018,000131,31-Mar-2018,003846,19-Jul-2019,000118 / 19-Jul-2019 in RTGS,7187130,Seventy One Lakh Eighty Seven Thousand One Hundred Thirty ,294672,Two Lakh Ninety Four Thousand Six Hundred Seventy Two,6892458,Sixty Eight Lakh Ninety Two Thousand Four Hundred Fifty Eight
37,37,037-17-000007,27-Oct-2017,21-May-2018,"Project Management Services including Quality Control and supervision for the work of Construction of EWS Houses at Sunnadagoodu, Rama Mandira and surrounding areas in Yeshwanthapura ward no 37.",037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P3157 Construction of Houses for Backward classes and Minorities and EWS at Yeshwanthpur,M/s.Civil Quality Consultants and Engineers,8553518550,,Running,000022,27-Oct-2017,000009,06-Jun-2018,000031,07-Jun-2018,000242,09-Apr-2019,000011 / 11-Apr-2019 in RTGS,512000,Five Lakh Twelve Thousand ,51200,Fifty One Thousand Two Hundred ,460800,Four Lakh Sixty  Thousand Eight Hundred 
38,38,037-17-000010,04-Oct-2017,06-Mar-2018,Removal of Debries and Desilting of Drain in Ward No 37 Yeshwanthpura in Yeshwanthapura Sub Division,037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P1771 Zone Works - POW Works,"M/s MATI Constructions, Prop. Charandeep M.M",8892168236,,First and Final,000015,04-Oct-2017,000016,25-Jun-2018,000043,25-Jun-2018,005152,17-Mar-2021,000323 / 30-Mar-2021 in RTGS,999970,Nine Lakh Ninety Nine Thousand Nine Hundred Seventy ,93640,Ninety Three Thousand Six Hundred Fourty ,906330,Nine Lakh Six Thousand Three Hundred Thirty 
39,39,037-17-000008,12-Jun-2017,05-Aug-2017,Providing out door Gym equipments children play equipments and other works at Mohan Kumar Nagar Park in Ward No 37,037 Yeshwanthpura,Executive Engineer (Project) Rajarajeshwari Nagar Zone,P0311 Landscape Development Of Parks/Medians/Boulevants and Circles(Janoodya Works),Karnataka Rural Infrastructure Development Ltd,8904904737,,First and Final,000017,12-Jul-2017,000084,14-Nov-2017,000026,14-Nov-2017,008970,25-Jan-2019,000347 / 11-Feb-2019 in RTGS,2420819,Twenty Four Lakh Twenty  Thousand Eight Hundred Nineteen,249532,Two Lakh Fourty Nine Thousand Five Hundred Thirty Two,2171287,Twenty One Lakh Seventy One Thousand Two Hundred Eighty Seven
40,40,037-17-000001,11-May-2017,30-May-2018,Proposed EWS Housing complex at 1st main road BK Nagara Slum Yeshwanthapura in ward no 37 Block-A-1,037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P3157 Construction of Houses for Backward classes and Minorities and EWS at Yeshwanthpur,"M/s, RR Infratech,",9999999999,,Running,000027,11-May-2017,000014,22-Jun-2018,000039,22-Jun-2018,,           ,Under Process in Executive Engineer,6576394,Sixty Five Lakh Seventy Six Thousand Three Hundred Ninety Four,2066394,Twenty  Lakh Sixty Six Thousand Three Hundred Ninety Four,4510000,Fourty Five Lakh Ten Thousand 
41,41,037-17-000004,11-May-2017,30-May-2018,Proposed EWS Housing complex at 1st main road BK Nagara Slum Yeshwanthapura in ward no 37 Block D-4A,037 Yeshwanthpura,Executive Engineer Rajarajeshwari Nagar Division,P3157 Construction of Houses for Backward classes and Minorities and EWS at Yeshwanthpur,"M/s, RR Infratech,",9999999999,,Running,000024,11-May-2017,000012,22-Jun-2018,000037,22-Jun-2018,,           ,Under Process in Executive Engineer,5511347,Fifty Five Lakh Eleven Thousand Three Hundred Fourty Seven,1251347,Twelve Lakh Fifty One Thousand Three Hundred Fourty Seven,4260000,Fourty Two Lakh Sixty  Thousand 
