,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,070-20-000004,19-Nov-2020,20-Dec-2021,Improvements to roads and drains at cross roads  Kempegowda nagara  in  ward no 70 Rajgopalangara,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P1771 Zone Works - POW Works,RANGANNA K M,9845765427,,First and Final,000131,19-Nov-2020,000036,01-Jan-2022,000092,03-Jan-2022,,           ,Under Process in AdCf - Acts. Supdt.,5927196,Fifty Nine Lakh Twenty Seven Thousand One Hundred Ninety Six,294275,Two Lakh Ninety Four Thousand Two Hundred Seventy Five,5632921,Fifty Six Lakh Thirty Two Thousand Nine Hundred Twenty One
11,11,070-20-000018,19-Nov-2020,12-Feb-2021,Improvements to roads and drains at 9th cross road and its surrounding area at Dodddanna Industrial area in ward no 70 Rajagopala Nagara ,070 Rajagopal Nagar,Executive Engineer Dasarahalli,"P3593 Special Development works at ward Nos.18, 22, 31, 32, 44, 67, 69, 70, 74, 102, 121, 135, 139, 176, 18, 22, 31, 32, 44, 67, 69, 70, 74, 102, 121, 135, 139, 176",CHIKKANNA B,9743567288,,First and Final,000132,19-Nov-2020,000054,01-Mar-2021,000199,04-Mar-2021,,           ,Under Process in AdCf - Acts. Supdt.,5069536,Fifty  Lakh Sixty Nine Thousand Five Hundred Thirty Six,270581,Two Lakh Seventy  Thousand Five Hundred Eighty One,4798955,Fourty Seven Lakh Ninety Eight Thousand Nine Hundred Fifty Five
12,12,070-20-000010,30-Mar-2020,17-May-2021,Improvements to roads and drains at  Southern  side and Northern side  cross roads  from Kasthuri Badavane main road    in ward no 70 Rajagopala Nagara ,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P3505 Special Developmental works at ward No.70,KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000114,09-Oct-2020,000018,31-May-2021,000029,15-Jun-2021,,           ,Under Process in AdCf - Acts. Supdt.,19789558,One Crore Ninety Seven Lakh Eighty Nine Thousand Five Hundred Fifty Eight,2202910,Twenty Two Lakh Two Thousand Nine Hundred Ten,17586648,One Crore Seventy Five Lakh Eighty Six Thousand Six Hundred Fourty Eight
13,13,070-17-000013,08-Sep-2020,05-Oct-2020,construction of Multi purpose Building near BBMP ward office in ward no 70 Rajgopalangara  Heganahalli Sub division,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P1771 Zone Works - POW Works,M/s. N S Construction,9742335557,,First and Final,000094,08-Sep-2020,000039,29-Dec-2020,000152,30-Dec-2020,,           ,Under Process in AdCf - Acts. Supdt.,365114,Three Lakh Sixty Five Thousand One Hundred Fourteen,17838,Seventeen Thousand Eight Hundred Thirty Eight,347276,Three Lakh Fourty Seven Thousand Two Hundred Seventy Six
14,14,070-20-000011,24-Apr-2020,17-May-2021,Improvements to roads and drains at Eastern   side  cross roads  from 15th cross road and Konika Garments surrounding roads  in ward no 70 Rajagopala Nagara  ,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P3505 Special Developmental works at ward No.70,KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000092,29-Aug-2020,000020,23-Jun-2021,000035,29-Jun-2021,,           ,Under Process in AdCf - Acts. Supdt.,19657069,One Crore Ninety Six Lakh Fifty Seven Thousand Sixty Nine,2190990,Twenty One Lakh Ninety  Thousand Nine Hundred Ninety ,17466079,One Crore Seventy Four Lakh Sixty Six Thousand Seventy Nine
15,15,070-19-000012,20-Aug-2020,29-Jan-2021,Improvements to roads and construction  of CC drains at cross roads from 8th cross to 13th cross connecting Doddanna Industrial area main road. 2nd cross and its cross roads near Muneshwara nagara Bilpathre tree main road in Byraveswara nagara 6th main road in Rajgopal nagara and road from Ambi circle to Basappanakatte main road and its surrounding roads in ward no 70  (Package-02),070 Rajagopal Nagar,Executive Engineer Dasarahalli,P3505 Special Developmental works at ward No.70,NIJAGUNA LAND DEVELO,9731165077,,Running,000087,20-Aug-2020,000031,11-Oct-2021,000076,21-Oct-2021,,           ,Under Process in AdCf - Acts. Supdt.,29853691,Two Crore Ninety Eight Lakh Fifty Three Thousand Six Hundred Ninety One,3539815,Thirty Five Lakh Thirty Nine Thousand Eight Hundred Fifteen,26313876,Two Crore Sixty Three Lakh Thirteen Thousand Eight Hundred Seventy Six
16,16,070-20-000145,05-Aug-2020,30-Jan-2021,Ward Maintenance by Engaging labours tractors and JCB in ward no 70,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P1771 Zone Works - POW Works,NALLAPPA N,9900818168,,First and Final,000084,05-Aug-2020,000011,26-Apr-2021,000012,28-Apr-2021,,           ,Under Process in AdCf - Acts. Supdt.,2030179,Twenty  Lakh Thirty  Thousand One Hundred Seventy Nine,180397,One Lakh Eighty  Thousand Three Hundred Ninety Seven,1849782,Eighteen Lakh Fourty Nine Thousand Seven Hundred Eighty Two
17,17,070-20-000142,16-Jul-2020,05-Oct-2020,Emergency works in ward no 70 Rajgopalanagara,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P1771 Zone Works - POW Works, MAXP ENERGY & INFRA, 984579226,,First and Final,000067,16-Jul-2020,000052,09-Feb-2021,000187,17-Feb-2021,,           ,Under Process in AdCf - Acts. Supdt.,1318873,Thirteen Lakh Eighteen Thousand Eight Hundred Seventy Three,82620,Eighty Two Thousand Six Hundred Twenty ,1236253,Twelve Lakh Thirty Six Thousand Two Hundred Fifty Three
18,18,070-20-000144,16-Jul-2020,05-Oct-2020,Repairs and Re Construction of Damaged culverts in ward no 70,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P1771 Zone Works - POW Works, MAXP ENERGY & INFRA, 984579226,,First and Final,000069,16-Jul-2020,000051,09-Feb-2021,000188,17-Feb-2021,,           ,Under Process in AdCf - Acts. Supdt.,1686444,Sixteen Lakh Eighty Six Thousand Four Hundred Fourty Four,109989,One Lakh Nine Thousand Nine Hundred Eighty Nine,1576455,Fifteen Lakh Seventy Six Thousand Four Hundred Fifty Five
19,19,070-20-000141,03-Jul-2020,07-Feb-2022,Desilting of drains removal of debris and providing covering slabs for damaged portions in ward no 70 Rajgopalanagara,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P1771 Zone Works - POW Works,C S GIRIJA          ,9686687105,,First and Final,000051,03-Jul-2020,000006,06-May-2022,000016,13-May-2022,,           ,Under Process in AdCf - Acts. Supdt.,1866498,Eighteen Lakh Sixty Six Thousand Four Hundred Ninety Eight,180984,One Lakh Eighty  Thousand Nine Hundred Eighty Four,1685514,Sixteen Lakh Eighty Five Thousand Five Hundred Fourteen
20,20,070-20-000143,03-Jul-2020,25-Sep-2020,Filling pot holes in main and cross raods in Rajagopala nagara ward no 70,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P1771 Zone Works - POW Works,SHANKAR NAIK        ,9620059569,,First and Final,000054,03-Jul-2020,000035,16-Dec-2020,000145,16-Dec-2020,,           ,Under Process in AdCf - Acts. Supdt.,2792901,Twenty Seven Lakh Ninety Two Thousand Nine Hundred One,363058,Three Lakh Sixty Three Thousand Fifty Eight,2429843,Twenty Four Lakh Twenty Nine Thousand Eight Hundred Fourty Three
21,21,070-19-000008,05-Jun-2020,15-Mar-2021,"Construction of CC drain and Improvements to main and cross in Ramaiah Badavane, Cross roads from 1st cross to 7th cross connecting Doddanna Industrial Area main road, Doddanna School Surrounding cross roads and Cross roads of 10th cross in Rajagopal Nagara in ward no 70 (Package No-01)",070 Rajagopal Nagar,Executive Engineer Dasarahalli,P3505 Special Developmental works at ward No.70,J.M Ramachandra ,9964173932,,First and Final,000040,05-Jun-2020,000013,18-May-2021,000020,19-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,49942832,Four Crore Ninety Nine Lakh Fourty Two Thousand Eight Hundred Thirty Two,2750081,Twenty Seven Lakh Fifty  Thousand Eighty One,47192751,Four Crore Seventy One Lakh Ninety Two Thousand Seven Hundred Fifty One
22,22,070-20-000015,22-May-2020,29-May-2021,"Providing project management consultancy services including supervision and Quality control for the work of  Improvements to Roads and Drains at Northern Side Cross Roads & Main Roads  from Ramaiah Badavane Main Road at GKW Layout  in Ward No.70, Rajagopala Nagara",070 Rajagopal Nagar,Executive Engineer Dasarahalli,"P3593 Special Development works at ward Nos.18, 22, 31, 32, 44, 67, 69, 70, 74, 102, 121, 135, 139, 176, 18, 22, 31, 32, 44, 67, 69, 70, 74, 102, 121, 135, 139, 176",ESS ESS BUILDERS,8722203235,,First and Final,000026,22-May-2020,000039,08-Mar-2022,,           ,,           ,Under Process in EE (Acts. Supdt.),79600,Seventy Nine Thousand Six Hundred ,0,,0,
23,23,070-17-000013,20-May-2020,14-Sep-2020,construction of Multi purpose Building near BBMP ward office in ward no 70 Rajgopalangara  Heganahalli Sub division,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P1771 Zone Works - POW Works,M/s N.S Construction ,9448026851,,First and Final,000018,20-May-2020,000025,15-Sep-2020,000109,16-Sep-2020,,           ,Under Process in AdCf - Acts. Supdt.,5467146,Fifty Four Lakh Sixty Seven Thousand One Hundred Fourty Six,297133,Two Lakh Ninety Seven Thousand One Hundred Thirty Three,5170013,Fifty One Lakh Seventy  Thousand Thirteen
24,24,070-20-000015,30-Mar-2020,12-May-2021,Improvements to road and drains at Northern side cross roads and main roads from Ramaiah Badavane main road at GKW Layout in ward no 70 Rajagopala Nagara ,070 Rajagopal Nagar,Executive Engineer Dasarahalli,"P3593 Special Development works at ward Nos.18, 22, 31, 32, 44, 67, 69, 70, 74, 102, 121, 135, 139, 176, 18, 22, 31, 32, 44, 67, 69, 70, 74, 102, 121, 135, 139, 176",KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000015,13-May-2020,000017,31-May-2021,000056,16-Aug-2021,,           ,Under Process in AdCf - Acts. Supdt.,19498853,One Crore Ninety Four Lakh Ninety Eight Thousand Eight Hundred Fifty Three,2144529,Twenty One Lakh Fourty Four Thousand Five Hundred Twenty Nine,17354324,One Crore Seventy Three Lakh Fifty Four Thousand Three Hundred Twenty Four
25,25,070-20-000014,13-May-2020,07-Aug-2020,Improvements to roads and drains at Northern side cross roads from Markandeya Temple Opp. Main road and Markandeya Temple surrounding area and Channamma house road from Bolubundeanjaneya temple road to Deadend in ward no 70 Rajagopala Nagara ,070 Rajagopal Nagar,Executive Engineer Dasarahalli,"P3593 Special Development works at ward Nos.18, 22, 31, 32, 44, 67, 69, 70, 74, 102, 121, 135, 139, 176, 18, 22, 31, 32, 44, 67, 69, 70, 74, 102, 121, 135, 139, 176",KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000014,13-May-2020,000024,31-Aug-2020,000102,31-Aug-2020,,           ,Under Process in AdCf - Acts. Supdt.,10879176,One Crore Eight Lakh Seventy Nine Thousand One Hundred Seventy Six,1237280,Twelve Lakh Thirty Seven Thousand Two Hundred Eighty ,9641896,Ninety Six Lakh Fourty One Thousand Eight Hundred Ninety Six
26,26,070-19-000040,31-Mar-2020,26-Jun-2020,Providing and Fixing Street Name Boards  in ward no 70 Rajagopala Nagara,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P2178 Works sanctioned by Dy. Mayor,JAYAMMA K,9972634148,,First and Final,000597,31-Mar-2020,000019,15-Jun-2021,000030,16-Jun-2021,,           ,Under Process in AdCf - Acts. Supdt.,2309645,Twenty Three Lakh Nine Thousand Six Hundred Fourty Five,104942,One Lakh Four Thousand Nine Hundred Fourty Two,2204703,Twenty Two Lakh Four Thousand Seven Hundred Three
27,27,070-20-000003,31-Mar-2020,30-Sep-2020,Improvements to roads and drains at 2nd main and its cross roads in Kempegowda nagara  in  ward no 70 Rajgopalangara,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P1771 Zone Works - POW Works,JAYAMMA K,9972634148,,First and Final,000598,31-Mar-2020,000049,03-Feb-2021,000182,04-Feb-2021,,           ,Under Process in AdCf - Acts. Supdt.,5523566,Fifty Five Lakh Twenty Three Thousand Five Hundred Sixty Six,287199,Two Lakh Eighty Seven Thousand One Hundred Ninety Nine,5236367,Fifty Two Lakh Thirty Six Thousand Three Hundred Sixty Seven
28,28,070-19-000049,03-Mar-2020,30-Mar-2021,Providing and installation of R O Plant in ward no 70 Rajagopala Nagara,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P3445 Establishment of R.O.Plant for each ward Rs.15.00 Lakhs each,G GOVIND,9845535433,,First and Final,000563,03-Mar-2020,000034,30-Oct-2021,000083,30-Oct-2021,,           ,Under Process in AdCf - Acts. Supdt.,1352229,Thirteen Lakh Fifty Two Thousand Two Hundred Twenty Nine,58267,Fifty Eight Thousand Two Hundred Sixty Seven,1293962,Twelve Lakh Ninety Three Thousand Nine Hundred Sixty Two
29,29,070-20-000012,30-Jan-2020,24-Apr-2020,Improvements to roads and drains at  Balance Portion of 2nd main road from KTG main road to Narayanagowda road and its surrounding cross roads  in ward no 70 Rajagopala Nagara ,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P3505 Special Developmental works at ward No.70,KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000537,30-Jan-2020,000021,29-Aug-2020,000094,29-Aug-2020,,           ,Under Process in AdCf - Acts. Supdt.,9903074,Ninety Nine Lakh Three Thousand Seventy Four,1099408,Ten Lakh Ninety Nine Thousand Four Hundred Eight,8803666,Eighty Eight Lakh Three Thousand Six Hundred Sixty Six
30,30,070-20-000016,30-Jan-2020,24-Apr-2020,Improvements to road and drains at Southern  side cross roads and main roads from Ramaiah Badavane main road and Balamuri Ganapathi Temple surrounding area at GKW Layout  in ward no 70 Rajagopala Nagara ,070 Rajagopal Nagar,Executive Engineer Dasarahalli,"P3593 Special Development works at ward Nos.18, 22, 31, 32, 44, 67, 69, 70, 74, 102, 121, 135, 139, 176, 18, 22, 31, 32, 44, 67, 69, 70, 74, 102, 121, 135, 139, 176",KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000535,30-Jan-2020,000013,27-Jul-2020,000067,29-Jul-2020,,           ,000252 / 16-Jul-2022 in RTGS,9886555,Ninety Eight Lakh Eighty Six Thousand Five Hundred Fifty Five,1092314,Ten Lakh Ninety Two Thousand Three Hundred Fourteen,8794241,Eighty Seven Lakh Ninety Four Thousand Two Hundred Fourty One
31,31,070-20-000013,30-Jan-2020,20-Apr-2020,Construction of CC Drain and culverts at 1st 2nd 4th and 5th cross roads at Kempegowda Layout in ward no 70 ,070 Rajagopal Nagar,Executive Engineer Dasarahalli,"P3593 Special Development works at ward Nos.18, 22, 31, 32, 44, 67, 69, 70, 74, 102, 121, 135, 139, 176, 18, 22, 31, 32, 44, 67, 69, 70, 74, 102, 121, 135, 139, 176",KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000536,30-Jan-2020,000002,15-May-2020,000015,20-May-2020,,           ,000147 / 06-Jun-2022 in RTGS,9893337,Ninety Eight Lakh Ninety Three Thousand Three Hundred Thirty Seven,1049604,Ten Lakh Fourty Nine Thousand Six Hundred Four,8843733,Eighty Eight Lakh Fourty Three Thousand Seven Hundred Thirty Three
32,32,070-20-000002,22-Jan-2020,20-Mar-2020,Improvements to roads and drains at 1st main and its cross roads in Kapila Nagara  in  ward no 70 Rajgopalangara,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P1771 Zone Works - POW Works,M.SHANKARAPPA       ,9448912107,,First and Final,000519,22-Jan-2020,000014,30-Jul-2020,000071,30-Jul-2020,,           ,000252 / 16-Jul-2022 in RTGS,5929227,Fifty Nine Lakh Twenty Nine Thousand Two Hundred Twenty Seven,299513,Two Lakh Ninety Nine Thousand Five Hundred Thirteen,5629714,Fifty Six Lakh Twenty Nine Thousand Seven Hundred Fourteen
33,33,070-20-000005,21-Jan-2020,20-Mar-2020,Improvements to roads and drains at cross roads  of Shambhavi Nagara in  ward no 70 Rajgopalangara,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P1771 Zone Works - POW Works,UMESHA H C,9141667771,,First and Final,000516,21-Jan-2020,000010,30-Jun-2020,000038,30-Jun-2020,,           ,000193 / 21-Jun-2022 in RTGS,5930480,Fifty Nine Lakh Thirty  Thousand Four Hundred Eighty ,286559,Two Lakh Eighty Six Thousand Five Hundred Fifty Nine,5643921,Fifty Six Lakh Fourty Three Thousand Nine Hundred Twenty One
34,34,070-19-000036,21-Jan-2020,15-Apr-2020,Improvements to Roads and Drains at KEB Office Opp. Road in GKW Layout in ward no 70,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P2178 Works sanctioned by Dy. Mayor,MANOJ NAIK B M      ,9880466655,,First and Final,000517,21-Jan-2020,000001,11-May-2020,000007,12-May-2020,,           ,000144 / 03-Jun-2022 in RTGS,1801113,Eighteen Lakh One Thousand One Hundred Thirteen,182555,One Lakh Eighty Two Thousand Five Hundred Fifty Five,1618558,Sixteen Lakh Eighteen Thousand Five Hundred Fifty Eight
35,35,070-19-000076,24-Oct-2019,27-Apr-2022,Improvements to roads and drain at Bilpatre tree main road and its cross roads in ward no 70,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P2178 Works sanctioned by Dy. Mayor,KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000431,24-Oct-2019,000015,06-Jul-2022,000062,13-Jul-2022,,           ,Under Process in TVCC Exec. Engineer,10994628,One Crore Nine Lakh Ninety Four Thousand Six Hundred Twenty Eight,1390429,Thirteen Lakh Ninety  Thousand Four Hundred Twenty Nine,9604199,Ninety Six Lakh Four Thousand One Hundred Ninety Nine
36,36,070-19-000017,19-Oct-2019,13-Jan-2020,Construction of CC drain and improvements to CC roads at cross roads connecting Beniyan Tree main road  in Bhyraveshwara Nagara in ward  no 70,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P3505 Special Developmental works at ward No.70,KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000425,19-Oct-2019,000081,29-Jan-2020,000215,30-Jan-2020,,           ,000087 / 09-May-2022 in RTGS,7417620,Seventy Four Lakh Seventeen Thousand Six Hundred Twenty ,869429,Eight Lakh Sixty Nine Thousand Four Hundred Twenty Nine,6548191,Sixty Five Lakh Fourty Eight Thousand One Hundred Ninety One
37,37,070-19-000018,19-Oct-2019,13-Jan-2020,Improvements to CC roads at Baniyan Tree main road and its cross roads in ward no 70,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P3505 Special Developmental works at ward No.70,KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000424,19-Oct-2019,000080,29-Jan-2020,000216,30-Jan-2020,,           ,000087 / 09-May-2022 in RTGS,7418461,Seventy Four Lakh Eighteen Thousand Four Hundred Sixty One,918061,Nine Lakh Eighteen Thousand Sixty One,6500400,Sixty Five Lakh Four Hundred 
38,38,070-20-000007,18-Oct-2019,10-Jan-2020,Providing Rain water Harvesting facilities in  ward no 70 Rajgopalangara,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P1771 Zone Works - POW Works,MADHU G,9036270667,,First and Final,000419,18-Oct-2019,000083,31-Jan-2020,000227,31-Jan-2020,,           ,000093 / 11-May-2022 in RTGS,929952,Nine Lakh Twenty Nine Thousand Nine Hundred Fifty Two,38386,Thirty Eight Thousand Three Hundred Eighty Six,891566,Eight Lakh Ninety One Thousand Five Hundred Sixty Six
39,39,070-20-000006,01-Oct-2019,23-Dec-2019,Providing Covering slabs at missing bits and Desilting of drains and removal of debris in ward no 70 Rajgopalangara,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P1771 Zone Works - POW Works,SHARATH S,9538768015,,First and Final,000413,01-Oct-2019,000004,26-May-2020,000029,30-May-2020,,           ,000151 / 07-Jun-2022 in RTGS,1835478,Eighteen Lakh Thirty Five Thousand Four Hundred Seventy Eight,78174,Seventy Eight Thousand One Hundred Seventy Four,1757304,Seventeen Lakh Fifty Seven Thousand Three Hundred Four
40,40,070-20-000001,21-Aug-2019,13-Nov-2019,Filling pot holes in main and cross roads in Rajagopala nagara ward no 70 Rajgopalanagara,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P1771 Zone Works - POW Works,RAMESH G N,9845736688,,First and Final,000382,21-Aug-2019,000021,15-Jul-2021,000050,31-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,1511209,Fifteen Lakh Eleven Thousand Two Hundred Nine,186737,One Lakh Eighty Six Thousand Seven Hundred Thirty Seven,1324472,Thirteen Lakh Twenty Four Thousand Four Hundred Seventy Two
41,41,070-20-000008,24-Jul-2019,20-Jan-2020,Ward maintenance by Engaging Tractor and Labours and JCB in ward no 70 Rajgopalangara,070 Rajagopal Nagar,Executive Engineer Dasarahalli,P1771 Zone Works - POW Works,BASAVARAJAIAH M C,9448543119,,First and Final,000363,24-Jul-2019,000082,31-Jan-2020,000217,31-Jan-2020,,           ,000144 / 03-Jun-2022 in RTGS,1196120,Eleven Lakh Ninety Six Thousand One Hundred Twenty ,46478,Fourty Six Thousand Four Hundred Seventy Eight,1149642,Eleven Lakh Fourty Nine Thousand Six Hundred Fourty Two
